id,division_id,identifier,alternate_identifier,position,abstract,organization,application_fee,processing_fee,date,decision,byte_size,number_of_pages,number_of_rows
237,ocd-division/country:ca/province:nl,FA/5/2013,,5,Any and all reports or information on the number of “morts” or mortality rates of farmed salmon for the years 2011 and 2012 – and what was the determined cause of these dead fish (outside the ISA infected fish population).,Fisheries and Aquaculture,5.00,0.00,2013-05-21,nothing disclosed,2525206,4,
131,ocd-division/country:ca/province:nl,FA/6/2013,,6,The results of all sea lice monitoring reports at all aquaculture sites in the province for the years 2008-2012.,Fisheries and Aquaculture,5.00,0.00,2013-05-21,nothing disclosed,2504292,4,
330,ocd-division/country:ca/province:nl,FA/8/2013,,8,"Confirmation and prevalence of BKD (Bacteria Kidney Disease) in farmed finfish in the province; and if so, what is the prevalence and treatment applied against this disease?",Fisheries and Aquaculture,5.00,0.00,2013-05-21,nothing disclosed,2518093,4,
220,ocd-division/country:ca/province:nl,HCS/9/2013,,9,"Any and all documents including reports, correspondence, policy papers or studies on implementing a junk food tax (sometimes called a sugar tax or fat tax) in Newfoundland and Labrador.",Health and Community Services,5.00,0.00,2013-05-22,disclosed in part,922885,10,
644,ocd-division/country:ca/province:nl,PRE/1/2013,,1,"Any and all communications from December 1, 2011 to December 28, 2012 between the Office of the Premier and the Prime Minister’s Office regarding appointments to the Canada-Newfoundland and Labrador Offshore Petroleum Board (CNLOPB).",Premier's Office,5.00,0.00,2013-05-22,all disclosed,293911,8,
62,ocd-division/country:ca/province:nl,TW/24/2013,,24,"The names of all subcontractors referenced in the winning bid submitted by HJ O’Connell Construction Limited with respect to the new lift bridge in Placentia, NL which is to replace the existing Sir Ambrose Shea Lift Bridge.",Transportation and Works,5.00,0.00,2013-05-23,all disclosed,278359,2,
320,ocd-division/country:ca/province:nl,EC/1/2013,,1,"Records generated by Fleishman-Hillard Canada Corp. related to invoice #1057398 - 60,000.00, #1056390 - 15,000.00, #1057866 - 14,999.00, #1057866 - 0.60, #1057048 - 60,000.60. Request includes any audits, analyses and/or reports, plus correspondence with Fleishman-Hillard outlining the terms/mandate/objectives of the work.",Executive Council,5.00,0.00,2013-05-27,disclosed in part,3461319,224,
132,ocd-division/country:ca/province:nl,FA/2/2013,,2,The results of the Fisheries Research project that was carried out by the FFAW to assess the impact of Grey Seals on fish stocks.,Fisheries and Aquaculture,5.00,0.00,2013-05-27,disclosed in part,851245,4,
331,ocd-division/country:ca/province:nl,AES/25/2012,,25,"Copies of all applications/proposals submitted to the Department of Advanced Education and Skills by any groups, associations, agencies, community groups, corporations, etc. from Bell Island. Details of the funding for the associated approved proposals, budget breakdown for each contract and the associated sponsor of each program funded on Bell Island. ",Advanced Education and Skills,5.00,0.00,2013-05-28,disclosed in part,17115081,626,
161,ocd-division/country:ca/province:nl,HCS/10/2013,,10,"Copy of an Executive Note submitted by Larry Alteen to the Executive of Health and Community Services in the month of December 2012 or January 2013 regarding the Provincial Physician Recruitment Coordinator Position of the NLHBA regarding the plan not to fill the position or other program development initiatives. 
Copy of all current and deleted emails that were sent to and received from files that have been written by Dan Fitzgerald to Larry Alteen or written by Larry Alteen to Dan Fitzgerald between November 1, 2012 to January 31, 2013.
",Health and Community Services,5.00,0.00,2013-05-28,nothing disclosed,149083,3,
642,ocd-division/country:ca/province:nl,HCS/31/2012,,31,"All records and correspondence, including emails, concerning donations or other financial contributions made by the Department of Health to (a) the Sir Thomas Roddick Hospital Foundation, (b) the Western Regional Hospital Foundation, or (c) any other hospital foundation in the province, since January 1, 2009.",Health and Community Services,5.00,204.50,2013-05-28,disclosed in part,9202320,191,
318,ocd-division/country:ca/province:nl,FA/11/2013,,11,Provide copies of all expense claims submitted by or for Yvonne Jones during her tenure as Minister of Fisheries.,Fisheries and Aquaculture,5.00,227.50,2013-05-29,disclosed in part,25494757,180,
476,ocd-division/country:ca/province:nl,TW/13/2013,,13,A copy of the report that was completed by the western regional office regarding flooding that occurred in Frenchman’s Cove in Spring 2012 in or around March month.,Transportation and Works,5.00,0.00,2013-05-29,disclosed in part,417396,5,
438,ocd-division/country:ca/province:nl,MPA/3/2013,,3,"All documentation regarding: 
artesian wells for providing potable water supply for the residents of Branch; 
designation of a protected water supply area at Branch; 
private property expropriated due to designation of a protected water supply at Branch; 
expropriation of land and/or property near Beckford and/or Branch; 
residential infill limits at Branch St. Mary’s Bay; 
dates of changes and reasons for changes to residential infill limits at Branch; 
expansion or reduction of Branch municipal boundaries; 
Crown Land applications near North Harbour Road near Beckford and/or Branch; 
reduction of speed limit near North Harbour Road; and 
number of landfill sites and their locations within Branch. 
",Municipal Affairs,5.00,0.00,2013-05-30,disclosed in part,5388307,54,
543,ocd-division/country:ca/province:nl,MPA/5/2013,,5,"Any and all communications to and from the office of the Minister of Municipal Affairs relating to the closure or resettlement of any community within Newfoundland and Labrador for the period January 1, 2010 to the present (April 10, 2013). This includes any inquiries about the provincial Relocation Policy.",Municipal Affairs,5.00,0.00,2013-05-30,disclosed in part,37199503,291,
490,ocd-division/country:ca/province:nl,TW/23/2013,,23,"A detailed costing to construct the Premier’s new bathroom/stand up shower/ensuite unit on the 4th floor, including labour, bathroom components and accessories.",Transportation and Works,5.00,0.00,2013-06-03,all disclosed,531506,2,
420,ocd-division/country:ca/province:nl,LAO/1/2013,,1,"All briefing notes for your minister created since January 1, 2012, including emails and attachments. This refers only to those documents relating to the Muskrat Falls project.",Labrador Affairs Office,5.00,0.00,2013-06-04,nothing disclosed,617239,2,
442,ocd-division/country:ca/province:nl,HCS/4/2013,,4,"All documents related to requests by CBC News and/or CBC Television and/or the fifth estate: 
for permission to obtain hospital-specific date from the Canadian Institute for Health information (CIHI); 
to hospitals to complete CBC's hospital survey as part of the project entitled ""Vital Signs: Inside Canada's Hospitals; 
All documents related to the plans by CBC News and/or CBC Television and/or the fifth estate to produce an Internet-based resource that rates hospitals. ",Health and Community Services,5.00,0.00,2013-06-05,disclosed in part,17766306,215,
423,ocd-division/country:ca/province:nl,AES/13/2013,,13,"All Briefing notes, information notes, fact sheets, reports, research and consultation completed in making the determination to remove the Adult Basic Education program from the College of the North Atlantic recently announced in March 2013.",Advanced Education and Skills,5.00,0.00,2013-06-07,disclosed in part,7830984,16,
179,ocd-division/country:ca/province:nl,SNL/8/2013,,8,"Correspondence in the form of emails and/or letters between Service NL and the Department of Municipal Affairs regarding Sunnyside landfill, and/or Sunnyside dumpsite, and/or Sunnyside waste disposal facility, and/or Sunnyside waste disposal site, from January 1, 2012 to present day.",Service NL,5.00,0.00,2013-06-07,disclosed in part,8183724,57,
186,ocd-division/country:ca/province:nl,JUS/7/2013,,7,"Detailed breakdown of the total costs paid for all levels of court regarding Abitibi-related expenses (legal fees and disbursements) from FY 2010 onward. This information should be broken down by year and including vendor names, vendor role, date of invoice, amounts of each invoice and as well as individual invoice numbers.",Justice,5.00,0.00,2013-06-10,all disclosed,144752,2,
231,ocd-division/country:ca/province:nl,ENV/11/2013,,11,"Any and all information relating to the 1992-1995 cleanup of P.C.B. contaminated scrap metal and transformers casings, from a scrap yard in Makinsons, Conception Bay, NL, to the upper Trinity South waste landfill New Harbour, Trinity Bay. Such information should also include starting and completing date also volume of waste transported.",Environment and Conservation,5.00,0.00,2013-06-11,disclosed in part,4862887,38,
581,ocd-division/country:ca/province:nl,ENV/1/2013,,1,"Any and all communications from Dec. 17, 2012 - Dec. 28, 2012 to and from the Minister of Environment and Conservation regarding the Town of South Brook, mine tailings and/or the Gullbridge mine.",Environment and Conservation,5.00,0.00,2013-06-12,disclosed in part,6120789,51,
228,ocd-division/country:ca/province:nl,ENV/10/2013,,10,ANY and ALL information contained in government records with respect to any Management Plan and/or Recovery Strategy Plan for the conservation and preservation of the George River Caribou Herd.,Environment and Conservation,5.00,0.00,2013-06-12,nothing disclosed,946871,2,
426,ocd-division/country:ca/province:nl,ENV/9/2013,,9,"All 'collar readings' contained within government records with respect to the George River Herd for the years 2009, 2010, 2011, 2012, and those available up to the date of processing this request.",Environment and Conservation,5.00,0.00,2013-06-12,all disclosed,39699468,1793,
