division_id,identifier,alternate_identifier,position,abstract,organization,applicant_type,processing_fee,date,url,byte_size,number_of_pages,number_of_rows,duration
ocd-division/country:ca/province:bc,OOP-2011-00212,2829462,212,"Any and all records sent by the Office of the Premier to the Ministry of the Attorney General regarding the indemnity deal for Dave Basi and Bob Virk and/or the review related to that deal now being conducted by Dr. Stephen Toope , as well as any records received by the Office of the Premier from the Ministry of the Attorney General on these same matters. I am also interested in any and all correspondence records (emails, letters, etc.) that have been received by the Office of the Premier concerning the Toope Review and/or indemnity deal for Basi and Virk which prompted the government to call the Toope Review.  Time frame for this request is March 1st to July 4, 2011.",Office of the Premier,organization,0.00,2011-08-19,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:2829462&title=FOI%20Request%20-%20OOP-2011-00212,1541865,9,0,0
ocd-division/country:ca/province:bc,SSB-2011-00024,2828159,24,"With regards to the Corporate Request Tracking System, copies of all FOIs for general information tasked to the Ministry of Education from other governments or other public bodies including the original request and acknowledgement letter, but excluding the documents released.","Labour, Citizens' Services and Open Government",public,0.00,2011-08-19,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:2828159&title=FOI%20Request%20-%20SSB-2011-00024,31838,1,0,0
ocd-division/country:ca/province:bc,SSB-2011-00025,2828891,25,"A list of all the FOI requests that the BC government received and labelled as high sensitivity; Time frame is for requests with a start date from January 1, 2009 to [July 14, 2011].","Labour, Citizens' Services and Open Government",organization,0.00,2011-08-19,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:2828891&title=FOI%20Request%20-%20SSB-2011-00025,31201,1,0,0
ocd-division/country:ca/province:bc,TRA-2011-00151,2828296,151,"All information recorded and compiled pertinent  to a section of Highway 5 extending from McCulloch Road and Blue River for the period of December 1 2009 to December 12 2009, including any photographic images showing the highway or any portions of it, all recorded air temperatures, all recorded road surface temperatures, any and all records of motor vehicle accidents, and all incident reports prepared by the Highway Maintenance contractor or by the ministry.",Transportation and Infrastructure,business,0.00,2011-08-19,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:2828296&title=FOI%20Request%20-%20TRA-2011-00151,512824,19,0,0
ocd-division/country:ca/province:bc,FIN-2011-00107,2829319,107,"All expense records and taxpayer costs related to the Premier's involvement in the June 10, 2011 Building Bridges to Prosperity Symposium, including all expense records related to anyone accompanying the Premier and expense records for any associated meetings. The time frame is May 15 to July 5, 2011.",Finance,organization,0.00,2011-08-22,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:2829319&title=FOI%20Request%20-%20FIN-2011-00107,301071,6,0,0
ocd-division/country:ca/province:bc,FNR-2011-00103,2829120,103,"Re: Saxton Lake fire G10251 / FPG 28620: any and all information, including photographs, report notes in official records concerning a cause and origin report listed as FPG 28620 as well as a wildfire management report listed under G10251","Forests, Lands and Natural Resource Operations",business,0.00,2011-08-22,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:2829120&title=FOI%20Request%20-%20FNR-2011-00103,44957327,120,0,0
ocd-division/country:ca/province:bc,OOP-2011-00198,2829428,198,"All the speeches made by Christy Clark since she became Premier, excluding those which were posted to the government website and which remain posted there and excluding: any personal information that meets the criteria for section 22 of the Act, media monitoring summaries, nor any records that have already been released publicly.  Time frame is March 14 to July 4, 2011.",Office of the Premier,organization,0.00,2011-08-22,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:2829428&title=FOI%20Request%20-%20OOP-2011-00198,31948508,139,0,0
ocd-division/country:ca/province:bc,OOP-2011-00203,2831486,203,"Any and all records related to briefing the Premier on Senate reform, as well as any correspondence records (letters, emails, pin-to-pin messages etc) exchanged on this subject, including with the Prime Minister's Office, and excluding: any personal information that meets the criteria for section 22 of the Act, media monitoring summaries, nor any records that have already been released publicly. Time frame for this request is May 15 to July 1, 2011.",Office of the Premier,organization,0.00,2011-08-22,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:2831486&title=FOI%20Request%20-%20OOP-2011-00203,1995852,10,0,0
ocd-division/country:ca/province:bc,OOP-2011-00205,2831505,205,"Any and all records  - either generated or received by the Premier's Office - related to Minister of Social Development Harry Bloy; excluding: any personal information that meets the criteria for section 22 of the Act, media monitoring summaries, nor any records that have already been released publicly. Time frame: March 14 to July 4, 2011.",Office of the Premier,organization,0.00,2011-08-22,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:2831505&title=FOI%20Request%20-%20OOP-2011-00205,435360,4,0,0
ocd-division/country:ca/province:bc,OOP-2011-00218,2829392,218,"All records related to briefing the Premier on the Enbridge pipeline and tanker traffic issues; any correspondence records exchanged on this subject, including the Prime Minister's Office. Timeframe is May 15 to July 1, 2011.",Office of the Premier,organization,0.00,2011-08-22,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:2829392&title=FOI%20Request%20-%20OOP-2011-00218,12568392,57,0,0
ocd-division/country:ca/province:bc,OOP-2011-00229,2831556,229,"All expense records and taxpayer costs related to the May 19, 2011 meetings between Premier and Washington State Governor Gregoire, including all records related to anyone accompanying the Premier and records for any associated meetings between representatives of Washington State and BC. Time-frame is May 1 to July 5, 2011.",Office of the Premier,organization,0.00,2011-08-22,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:2831556&title=FOI%20Request%20-%20OOP-2011-00229,117979,4,0,0
ocd-division/country:ca/province:bc,OOP-2011-00234,2829299,234,"All records relating to Jim Shepard and the position of Senior Policy Advisor in the Office of the Premier, excluding personal information. Timeframe is March 1 to July 7, 2011",Office of the Premier,organization,0.00,2011-08-22,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:2829299&title=FOI%20Request%20-%20OOP-2011-00234,251271,2,0,0
ocd-division/country:ca/province:bc,OOP-2011-00235,2829311,235,"All records relating to Pamela Martin and the position of Director of Outreach including job descriptions, and excluding personal information and media summaries.  Time frame is May 1, 2011 to July 7, 2011.",Office of the Premier,organization,0.00,2011-08-22,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:2829311&title=FOI%20Request%20-%20OOP-2011-00235,356860,3,0,0
ocd-division/country:ca/province:bc,OOP-2011-00236,2829382,236,"All records relating to Carling Dick, Katherine Bergen and the position of Events Coordinator/ Events and Project Coordinator in the Office of the Premier, excluding personal information.  Time frame is March 1 to May 1, 2011",Office of the Premier,organization,0.00,2011-08-22,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:2829382&title=FOI%20Request%20-%20OOP-2011-00236,194870,4,0,0
ocd-division/country:ca/province:bc,OOP-2011-00237,2829421,237,"All records relating to Rebecca Scott and the position of Communications Officer and Deputy Press Secretary in the Office of the Premier including a job description and any existing order in council making this appointment, and excluding personal information.  Time frame is March 1 to July 7, 2011",Office of the Premier,organization,0.00,2011-08-22,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:2829421&title=FOI%20Request%20-%20OOP-2011-00237,352879,4,0,0
ocd-division/country:ca/province:bc,PSS-2011-00830,2831479,830,"The business cases and feasibility studies for the exemption of golf carts and certain utility vehicles from registration, licensing or insurance while operated in specific situations, and also the exemption of holders of foreign drivers' licences from surrendering their foreign drivers' licence before taking a British Columbia road test, including ministerial briefing notes.",Public Safety and Solicitor General,media,0.00,2011-08-22,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:2831479&title=FOI%20Request%20-%20PSS-2011-00830,2062077,26,0,0
ocd-division/country:ca/province:bc,TRA-2011-00106,2829425,106,All records pertaining to Sickle Point.,Transportation and Infrastructure,public,0.00,2011-08-22,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:2829425&title=FOI%20Request%20-%20TRA-2011-00106,4376412,24,0,0
ocd-division/country:ca/province:bc,EGM-2011-00036,2833595,36,Mineral and Coal Notice of Work Summary - 2011 Skeena Region.,Energy and Mines,business,0.00,2011-08-23,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:2833595&title=FOI%20Request%20-%20EGM-2011-00036,310916,1,0,0
ocd-division/country:ca/province:bc,NRO-2011-00033,2817073,33,"Mine health and safety inspection fee remittances in 2007, 2008, 2009, 2010 from: Summit Sand & Gravel Ltd, 1013 Coutts Way, Abbotsford BC; Western Rock Products Inc, 37353 Ward Road, Abbotsford BC; Jamieson Quarries Ltd, 37120 Keeping road, Abbotsford BC; Mainland Sand & Gravel, Cox Station Quarry, 6850 Cox Road, Abbotsford BC; Highland Quarry, 5500 Upper Sumas Mountain Road, Abbotsford BC; Kirkness Pacific Holdings, 4315 Parmenter Road, Chilliwack BC; Pumptown Quarry, 40251 Quadling Road, Abbotsford BC; Ekset Contracting Ltd, 10200 Sylvester Road, Mission BC; Little Rock Quarries Ltd, 1720 Ross Road, Abbotsford BC; and the operating permits issued by the ministry to these gravel operations; and how many stop work orders were issued in BC by the ministry in the past four years for exceeding allocated permit limits.","Forests, Lands and Natural Resource Operations",media,0.00,2011-08-23,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:2817073&title=FOI%20Request%20-%20NRO-2011-00033,39595233,265,0,0
ocd-division/country:ca/province:bc,OOP-2011-00231,2833828,231,"All communication and briefing records related to the June 10, 2011 Building Bridges to Prosperity Symposium attended by Premier Clark. The time frame is May 15 to June 30, 2011.",Office of the Premier,organization,0.00,2011-08-23,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:2833828&title=FOI%20Request%20-%20OOP-2011-00231,7777506,57,0,0
ocd-division/country:ca/province:bc,OOP-2011-00238,2833843,238,"All records relating to Dimitri Pantazopolou and the position of Principal Secretary in the Office of the Premier including any role played with regards to the Intergovernmental Relations Secretariat, excluding personal information and media summaries.  Time frame is March 1 to July 7, 2011",Office of the Premier,organization,0.00,2011-08-23,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:2833843&title=FOI%20Request%20-%20OOP-2011-00238,359342,3,0,0
ocd-division/country:ca/province:bc,TRA-2011-00157,2833793,157,Regarding the various public accesses on Christina Lake BC: Copies or details of recent lease or use agreements between the Ministry of Highways and the RDKB.,Transportation and Infrastructure,public,0.00,2011-08-23,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:2833793&title=FOI%20Request%20-%20TRA-2011-00157,67772,6,0,0
