division_id,identifier,position,abstract,classification,date_accepted,date
ocd-division/country:ca/csd:4811061,2014-0335,335,Fire investigation report,general,2014-10-16,2014-10-21
ocd-division/country:ca/csd:4811061,2014-0336,336,Fire run report,general,2014-10-16,2014-10-21
ocd-division/country:ca/csd:4811061,2014-0317,317,An employee's time missed from work,general,2014-10-02,2014-10-22
ocd-division/country:ca/csd:4811061,2014-0322,322,Law Enforcement Disclosure,general,2014-10-09,2014-10-22
ocd-division/country:ca/csd:4811061,2014-0340,340,Sewer inspection of a property,general,2014-10-20,2014-10-23
ocd-division/country:ca/csd:4811061,2014-0328,328,Bylaw tickets and complaints,general,2014-10-10,2014-10-27
ocd-division/country:ca/csd:4811061,2014-0249,249,Employee file,general,2014-08-13,2014-10-28
ocd-division/country:ca/csd:4811061,2014-0344,344,DATS customer file,general,2014-10-24,2014-10-29
ocd-division/country:ca/csd:4811061,2014-0318,318,Information regarding an employee's resignation,personal,2014-10-03,2014-11-03
ocd-division/country:ca/csd:4811061,2014-0341,341,Communication between City staff and named individuals,general,2014-10-20,2014-11-03
ocd-division/country:ca/csd:4811061,2014-0342,342,"Cost of topdressing, pesticides, grass seed",general,2014-10-21,2014-11-04
ocd-division/country:ca/csd:4811061,2014-0343,343,Fire investigation report,general,2014-10-23,2014-11-04
ocd-division/country:ca/csd:4811061,2014-0347,347,Review of 2014-G-0177,,2014-10-29,
ocd-division/country:ca/csd:4811061,2014-0348,348,Review of 2014-G-0146 ,,2014-10-30,
ocd-division/country:ca/csd:4811061,2014-0349,349,Fire investigation report,general,2014-10-30,2014-11-04
ocd-division/country:ca/csd:4811061,2014-0350,350,Fire investigation report,general,2014-10-30,2014-11-04
ocd-division/country:ca/csd:4811061,2014-0351,351,Fire investigation report,general,2014-10-30,2014-11-04
ocd-division/country:ca/csd:4811061,2014-0354,354,Fire investigation report,general,2014-10-31,2014-11-04
ocd-division/country:ca/csd:4811061,2014-0355,355,Fire investigation report,general,2014-10-31,2014-11-04
ocd-division/country:ca/csd:4811061,2014-0356,356,Fire investigation report,general,2014-10-31,2014-11-04
ocd-division/country:ca/csd:4811061,2014-0362,362,Communication regarding a named individual,,2014-11-04,2014-11-04
ocd-division/country:ca/csd:4811061,2014-0326,326,Video of a security incident,personal,2014-10-10,2014-11-10
ocd-division/country:ca/csd:4811061,2014-0368,368,Supernet network management agreement,,2014-11-07,2014-11-10
ocd-division/country:ca/csd:4811061,2014-0363,363,Fire investigation report,general,2014-11-07,2014-11-12
ocd-division/country:ca/csd:4811061,2014-0364,364,Fire investigation report,general,2014-11-07,2014-11-12
ocd-division/country:ca/csd:4811061,2014-0365,365,Fire investigation report,general,2014-11-07,2014-11-12
ocd-division/country:ca/csd:4811061,2014-0316,316,Communication between Mayor and the Katz Group,general,2014-10-03,2014-11-13
ocd-division/country:ca/csd:4811061,2014-0331,331,Loan guarantees,general,2014-10-15,2014-11-13
ocd-division/country:ca/csd:4811061,2014-0366,366,Fire investigation report,general,2014-11-07,2014-11-13
ocd-division/country:ca/csd:4811061,2014-0367,367,Fire investigation report,general,2014-11-07,2014-11-13
ocd-division/country:ca/csd:4811061,2014-0338,338,Respectful workplace investigation,general,2014-10-17,2014-11-14
ocd-division/country:ca/csd:4811061,2014-0346,346,Property Inspection,general,2014-10-27,2014-11-14
ocd-division/country:ca/csd:4811061,2014-0353,353,Fire investigation report,general,2014-10-31,2014-11-14
ocd-division/country:ca/csd:4811061,2014-0372,372,Claim involving property damage caused by a tow truck,general,2014-11-10,2014-11-17
ocd-division/country:ca/csd:4811061,2014-0377,377,Fire investigation report,general,2014-11-14,2014-11-17
ocd-division/country:ca/csd:4811061,2013-0283,283,Employee Disability Management File,personal,2013-10-22,2014-11-20
ocd-division/country:ca/csd:4811061,2014-0352,352,Water main break,general,2014-10-30,2014-11-20
ocd-division/country:ca/csd:4811061,2014-0358,358,Communication between the City and province in relation to the Federal Building,general,2014-11-03,2014-11-25
ocd-division/country:ca/csd:4811061,2014-0361,361,Complete employee file,general,2014-11-04,2014-11-25
ocd-division/country:ca/csd:4811061,2014-0384,384,Phase 1 Environmental Site Assessment,general,2014-11-20,2014-11-25
ocd-division/country:ca/csd:4811061,2014-0386,386,Phase 1 Environmental Site Assessment,general,2014-11-20,2014-11-25
ocd-division/country:ca/csd:4811061,2014-0315,315,Communication between Mayor and an individual,general,2014-10-03,2014-11-26
ocd-division/country:ca/csd:4811061,2014-0359,359,References to a Media outlet in relation to the Federal Building,general,2014-11-03,2014-11-26
ocd-division/country:ca/csd:4811061,2014-0360,360,Advertisements of residential use of the Federal Building,general,2014-11-03,2014-11-26
ocd-division/country:ca/csd:4811061,2014-0373,373,Employee file,general,2014-11-12,2014-11-26
ocd-division/country:ca/csd:4811061,2014-0376,376,Fire investigation report,general,2014-11-13,2014-11-26
ocd-division/country:ca/csd:4811061,2014-0385,385,Phase 1 Environmental Site Assessment,general,2014-11-20,2014-11-27
ocd-division/country:ca/csd:4811061,2014-0389,389,Development permit,general,2014-11-25,2014-11-28
ocd-division/country:ca/csd:4811061,2014-0390,390,Business licence,general,2014-11-25,2014-11-28
ocd-division/country:ca/csd:4811061,2014-0393,393,Code violation report and notice,general,2014-11-27,2014-11-28
ocd-division/country:ca/csd:4811061,2014-0339,339,Blue Quill School/surplus school site,general,2014-10-17,2014-12-01
ocd-division/country:ca/csd:4811061,2014-0394,394,City Clerk's Agreement # 19734,general,2014-11-27,2014-12-01
ocd-division/country:ca/csd:4811061,2014-0369,369,Drainage issues of a property,general,2014-11-07,2014-12-02
ocd-division/country:ca/csd:4811061,2014-0357,357,Residential permits issued for the Federal Building,general,2014-11-03,2014-12-03
ocd-division/country:ca/csd:4811061,2014-0370,370,Drainage issues of a property,general,2014-11-10,2014-12-03
ocd-division/country:ca/csd:4811061,2014-0371,371,Records relating to the decision to redact portions of the Valley LRT line Request for Proposals,general,2014-11-10,2014-12-10
ocd-division/country:ca/csd:4811061,2014-0374,374,Competing bids for NRFP #924937,general,2014-11-12,
ocd-division/country:ca/csd:4811061,2014-0375,375,Employee file,personal,2014-11-12,2014-12-03
ocd-division/country:ca/csd:4811061,2014-0395,395,Business owner,general,2014-12-03,2014-12-03
ocd-division/country:ca/csd:4811061,2014-0391,391,Phase 1 & 2 Environmental Site Assessment,general,2014-11-21,2014-12-10
ocd-division/country:ca/csd:4811061,2014-0399,399,Fire investigation report,general,2014-12-08,2014-12-10
ocd-division/country:ca/csd:4811061,2014-0400,400,Fire investigation report,general,2014-12-08,2014-12-10
ocd-division/country:ca/csd:4811061,2014-0401,401,Fire investigation report,general,2014-12-08,2014-12-10
ocd-division/country:ca/csd:4811061,2014-0402,402,Fire investigation report,general,2014-12-08,2014-12-10
ocd-division/country:ca/csd:4811061,2014-0403,403,Fire investigation report,general,2014-12-08,2014-12-10
ocd-division/country:ca/csd:4811061,2014-0220,220,Review of 2014-G-0129,,2014-07-21,2014-12-15
ocd-division/country:ca/csd:4811061,2014-0405,405,Patient Care Report,general,2014-12-11,2014-12-15
ocd-division/country:ca/csd:4811061,2014-0381,381,Sewer odour complaints; locations of highstrength wastewater,general,2014-11-18,2014-12-16
ocd-division/country:ca/csd:4811061,2014-0380,380,Risk Management File,personal,2014-11-18,2014-12-17
ocd-division/country:ca/csd:4811061,2014-0382,382,Fines issued downtown,general,2014-11-17,2014-12-17
ocd-division/country:ca/csd:4811061,2014-0383,383,Dursban invoices; list of greenhouses,general,2014-11-18,2014-12-17
ocd-division/country:ca/csd:4811061,2014-0392,392,Communications survey response,,2014-11-27,2014-12-17
ocd-division/country:ca/csd:4811061,2014-0388,388,Photo radar stats,general,2014-11-24,2014-12-19
ocd-division/country:ca/csd:4811061,2014-0387,387,Employee file,general,2014-11-21,2014-12-24
ocd-division/country:ca/csd:4811061,2014-0406,406,Bylaw complaints,general,2014-12-12,2015-01-07
ocd-division/country:ca/csd:4811061,2014-0407,407,Employee file,personal,2014-12-15,2015-01-07
ocd-division/country:ca/csd:4811061,2015-0002,2,Fire report,general,2015-01-06,2015-01-07
ocd-division/country:ca/csd:4811061,2015-0012,12,Property records,,2015-01-05,2015-01-07
ocd-division/country:ca/csd:4811061,2014-0397,397,Phase 1 Environmental Site Assessment,general,2014-12-08,2015-01-09
ocd-division/country:ca/csd:4811061,2015-0003,3,Fire report,general,2015-01-06,2015-01-09
ocd-division/country:ca/csd:4811061,2015-0004,4,Fire report,general,2015-01-06,2015-01-09
ocd-division/country:ca/csd:4811061,2015-0005,5,Fire report,general,2015-01-06,2015-01-09
ocd-division/country:ca/csd:4811061,2015-0006,6,Fire report,general,2015-01-06,2015-01-09
ocd-division/country:ca/csd:4811061,2015-0008,8,Fire report,general,2015-01-06,2015-01-09
ocd-division/country:ca/csd:4811061,2015-0007,7,Fire report,general,2015-01-06,2015-01-12
ocd-division/country:ca/csd:4811061,2015-0009,9,Fire report,general,2015-01-06,2015-01-12
ocd-division/country:ca/csd:4811061,2014-0408,408,"Permits, complaints, business licence information",general,2014-12-17,2015-01-14
ocd-division/country:ca/csd:4811061,2014-0410,410,Employee file,general,2014-12-19,2015-01-15
ocd-division/country:ca/csd:4811061,2014-0411,411,Audio recording of a phone call regarding a business licence,personal,2014-12-15,2015-01-15
ocd-division/country:ca/csd:4811061,2014-0409,409,Dursban locations and map,general,2014-12-17,2015-01-16
ocd-division/country:ca/csd:4811061,2014-0414,414,Fire investigation report,general,2014-12-19,2015-01-19
ocd-division/country:ca/csd:4811061,2014-0416,416,Building permit & business licence,general,2014-12-18,2015-01-19
ocd-division/country:ca/csd:4811061,2015-0019,19,Licensing information,general,2015-01-20,2015-01-20
ocd-division/country:ca/csd:4811061,2015-0021,21,Job application references,personal,2015-01-20,2015-01-20
ocd-division/country:ca/csd:4811061,2015-0014,14,Fire report,general,2015-01-14,2015-01-21
ocd-division/country:ca/csd:4811061,2015-0015,15,Fire report,general,2015-01-15,2015-01-21
ocd-division/country:ca/csd:4811061,2015-0016,16,Fire report,general,2015-01-15,2015-01-21
ocd-division/country:ca/csd:4811061,2015-0017,17,Fire report,general,2015-01-15,2015-01-21
ocd-division/country:ca/csd:4811061,2015-0018,18,Fire report,general,2015-01-15,2015-01-21
ocd-division/country:ca/csd:4811061,2015-0001,1,List of unclaimed cheques,general,2015-01-05,2015-01-22
ocd-division/country:ca/csd:4811061,2014-0378,378,Preparation of a 2005 surplus school document,general,2014-11-17,2015-01-26
ocd-division/country:ca/csd:4811061,2015-0031,31,Fire report,general,2015-01-27,2015-01-30
ocd-division/country:ca/csd:4811061,2015-0032,32,9100 Walterdale Hill,,2015-01-27,2015-01-30
ocd-division/country:ca/csd:4811061,2015-0024,24,Fire report,general,2015-01-26,2015-02-03
ocd-division/country:ca/csd:4811061,2015-0026,26,Fire report,general,2015-01-26,2015-02-03
ocd-division/country:ca/csd:4811061,2015-0027,27,Fire report,general,2015-01-26,2015-02-03
ocd-division/country:ca/csd:4811061,2015-0028,28,Fire report,general,2015-01-26,2015-02-03
ocd-division/country:ca/csd:4811061,2015-0033,33,Fire report,general,2015-01-29,2015-02-03
ocd-division/country:ca/csd:4811061,2015-0037,37,Fire report,general,2015-02-03,2015-02-04
ocd-division/country:ca/csd:4811061,2014-0415,415,"Slip and fall, ETS bus stops",general,2014-12-22,2015-02-05
ocd-division/country:ca/csd:4811061,2015-0011,11,Employee file,general,2015-01-06,2015-02-05
ocd-division/country:ca/csd:4811061,2014-0412,412,Communication between Mayor Office staff and an individual,general,2014-12-19,2015-02-06
ocd-division/country:ca/csd:4811061,2015-0025,25,Review of 2014-G-0306 ,,2015-01-23,
ocd-division/country:ca/csd:4811061,2015-0042,42,All information about an individual,personal,2015-02-05,2015-02-05
ocd-division/country:ca/csd:4811061,2015-0035,35,Information on a garage ,general,2015-01-30,2015-02-06
ocd-division/country:ca/csd:4811061,2015-0036,36,Dog bite report,general,2015-01-30,2015-02-11
ocd-division/country:ca/csd:4811061,2015-0038,38,Fire report,general,2015-02-04,2015-02-11
ocd-division/country:ca/csd:4811061,2015-0040,40,Fire report,general,2015-02-05,2015-02-11
ocd-division/country:ca/csd:4811061,2015-0041,41,Fire report,general,2015-02-05,2015-02-11
ocd-division/country:ca/csd:4811061,2015-0013,13,Employee file,general,2015-01-14,2015-02-12
ocd-division/country:ca/csd:4811061,2015-0022,22,Stony Plain Rd/Winterburn Rd Interchange,general,2015-01-20,2015-02-12
ocd-division/country:ca/csd:4811061,2015-0039,39,Dog bite report,general,2015-02-04,2015-02-12
ocd-division/country:ca/csd:4811061,2015-0029,29,Flooding reports of Forest Heights,general,2015-01-26,2015-02-17
ocd-division/country:ca/csd:4811061,2015-0020,20,Video of applicant,personal,2015-01-20,2015-02-18
ocd-division/country:ca/csd:4811061,2015-0010,10,Drainage issues of a property,general,2015-01-06,2015-02-19
ocd-division/country:ca/csd:4811061,2015-0047,47,Patient Care Report,general,2015-02-10,2015-02-19
ocd-division/country:ca/csd:4811061,2015-0064,64,Fire report,general,2015-02-19,2015-02-20
ocd-division/country:ca/csd:4811061,2015-0034,34,Employee information,personal,2015-01-29,2015-02-24
ocd-division/country:ca/csd:4811061,2015-0063,63,Patient Care Report,general,2015-02-18,2015-02-24
ocd-division/country:ca/csd:4811061,2015-0065,65,Fire report,general,2015-02-19,2015-02-24
ocd-division/country:ca/csd:4811061,2015-0066,66,Fire report,general,2015-02-19,2015-02-24
ocd-division/country:ca/csd:4811061,2014-0398,398,Phase 1 Environmental Site Assessment,general,2014-12-08,2015-02-26
ocd-division/country:ca/csd:4811061,2015-0059,59,Phase 1 Environmental Site Assessment,general,2015-02-17,2015-03-02
ocd-division/country:ca/csd:4811061,2015-0045,45,Councillor expenses,general,2015-02-09,2015-03-03
ocd-division/country:ca/csd:4811061,2015-0052,52,"Cell phone, mobile device costs",general,2015-02-11,2015-03-04
ocd-division/country:ca/csd:4811061,2015-0061,61,Phase 1 Environmental Site Assessment,general,2015-02-17,2015-03-04
ocd-division/country:ca/csd:4811061,2015-0060,60,Phase 1 Environmental Site Assessment,general,2015-02-17,2015-03-05
ocd-division/country:ca/csd:4811061,2015-0062,62,Phase 1 Environmental Site Assessment,general,2015-02-17,2015-03-05
ocd-division/country:ca/csd:4811061,2015-0043,43,Property inspection,general,2015-02-06,2015-03-06
ocd-division/country:ca/csd:4811061,2015-0044,44,"Contract, invoice, purchase orders of White Rock Ventures",general,2015-02-09,2015-03-10
ocd-division/country:ca/csd:4811061,2015-0048,48,Business licence and development permit,general,2015-02-06,2015-03-10
ocd-division/country:ca/csd:4811061,2015-0051,51,Employee file,general,2015-02-11,2015-03-10
ocd-division/country:ca/csd:4811061,2015-0053,53,Postage and courier costs,general,2015-02-11,2015-03-10
ocd-division/country:ca/csd:4811061,2015-0067,67,Fire report,general,2015-02-19,2015-03-10
ocd-division/country:ca/csd:4811061,2015-0071,71,911 call and Patient Care Report,general,2015-02-20,2015-03-10
ocd-division/country:ca/csd:4811061,2015-0074,74,Fire report,general,2015-02-24,2015-03-10
ocd-division/country:ca/csd:4811061,2015-0082,82,Personal information of an individual,personal,2015-02-26,2015-03-10
ocd-division/country:ca/csd:4811061,2015-0083,83,Fire report,general,2015-03-03,2015-03-10
ocd-division/country:ca/csd:4811061,2015-0049,49,Personal information of an individual,personal,2015-02-09,2015-03-11
ocd-division/country:ca/csd:4811061,2015-0050,50,Bylaw complaints,general,2015-02-09,2015-03-11
ocd-division/country:ca/csd:4811061,2015-0085,85,Fire report,general,2015-03-05,2015-03-12
ocd-division/country:ca/csd:4811061,2015-0090,90,Fire report,general,2015-03-06,2015-03-12
ocd-division/country:ca/csd:4811061,2015-0091,91,Fire report,general,2015-03-06,2015-03-12
ocd-division/country:ca/csd:4811061,2015-0092,92,Fire report,general,2015-03-06,2015-03-12
ocd-division/country:ca/csd:4811061,2015-0093,93,Fire report,general,2015-03-06,2015-03-12
ocd-division/country:ca/csd:4811061,2015-0094,94,Fire report,general,2015-03-06,2015-03-12
ocd-division/country:ca/csd:4811061,2015-0056,56,Employee file,general,2015-02-13,2015-03-16
ocd-division/country:ca/csd:4811061,2015-0086,86,Phase 1 Environmental Site Assessment,general,2015-03-05,2015-03-16
ocd-division/country:ca/csd:4811061,2015-0087,87,Phase 1 Environmental Site Assessment,general,2015-03-05,2015-03-16
ocd-division/country:ca/csd:4811061,2015-0088,88,Phase 1 Environmental Site Assessment,general,2015-03-05,2015-03-16
ocd-division/country:ca/csd:4811061,2015-0057,57,ETS Slip & Fall,general,2015-02-17,2015-03-19
ocd-division/country:ca/csd:4811061,2015-0072,72,Employee file,general,2015-02-24,2015-03-24
ocd-division/country:ca/csd:4811061,2015-0076,76,Vehicle for hire database,general,2015-02-24,2015-03-24
ocd-division/country:ca/csd:4811061,2015-0095,95,Employee file,general,2015-03-06,2015-03-24
ocd-division/country:ca/csd:4811061,2015-0077,77,Termination/arbitration correspondence,general,2015-02-25,2015-03-25
ocd-division/country:ca/csd:4811061,2015-0078,78,Accident information,general,2015-02-26,2015-03-30
ocd-division/country:ca/csd:4811061,2014-0379,379,"Request for Proposals Valley line LRT, Volume 1",general,2014-11-14,2015-03-31
ocd-division/country:ca/csd:4811061,2015-0023,23,Metro line LRT,general,2015-01-21,2015-04-13
ocd-division/country:ca/csd:4811061,2015-0054,54,Request for Proposals for Workspace Inc,general,2015-02-10,2015-04-13
ocd-division/country:ca/csd:4811061,2015-0058,58,Privacy complaint,,2015-02-17,2015-04-13
ocd-division/country:ca/csd:4811061,2015-0081,81,Personal information of an individual,personal,2015-03-02,2015-04-13
ocd-division/country:ca/csd:4811061,2015-0084,84,Review of 2014-G-0276,,2015-02-12,
ocd-division/country:ca/csd:4811061,2015-0089,89,Review of 2014-G-0232 ,,2015-03-03,
ocd-division/country:ca/csd:4811061,2015-0096,96,Arena costs/financing,general,2015-03-06,
ocd-division/country:ca/csd:4811061,2015-0097,97,Arena reports,general,2015-03-06,
ocd-division/country:ca/csd:4811061,2015-0098,98,Arena consultant/legal costs,general,2015-03-06,
ocd-division/country:ca/csd:4811061,2015-0099,99,Arena in-camera reports,general,2015-03-06,
ocd-division/country:ca/csd:4811061,2015-0101,101,Privacy complaint,,2015-03-10,
ocd-division/country:ca/csd:4811061,2015-0103,103,Fire report,general,2015-03-10,2015-03-12
ocd-division/country:ca/csd:4811061,2015-0108,108,Fire report,general,2015-03-17,2015-03-18
ocd-division/country:ca/csd:4811061,2015-0113,113,Survey response,,2015-03-16,2015-03-18
ocd-division/country:ca/csd:4811061,2015-0114,114,Business Licence Report,general,2015-03-19,2015-03-19
ocd-division/country:ca/csd:4811061,2015-0109,109,Fire report,general,2015-03-17,2015-03-24
ocd-division/country:ca/csd:4811061,2015-0110,110,Fire report,general,2015-03-17,2015-03-24
ocd-division/country:ca/csd:4811061,2015-0112,112,Phase 1 Environmental Site Assessment,general,2015-03-18,2015-03-24
ocd-division/country:ca/csd:4811061,2015-0111,111,Fire report,general,2015-03-18,2015-03-26
ocd-division/country:ca/csd:4811061,2015-0115,115,DATS records and fire report,general,2015-03-19,2015-03-26
ocd-division/country:ca/csd:4811061,2015-0120,120,Fire report,general,2015-03-23,2015-03-26
ocd-division/country:ca/csd:4811061,2015-0107,107,Dog bite report,general,2015-03-17,2015-04-01
ocd-division/country:ca/csd:4811061,2015-0119,119,DATS letter,personal,2015-03-20,2015-04-01
ocd-division/country:ca/csd:4811061,2015-0100,100,Information about an individual,general,2015-03-06,2015-04-02
ocd-division/country:ca/csd:4811061,2015-0117,117,2014 Transit Customer Safety and Security annual report,general,2015-03-19,2015-04-07
ocd-division/country:ca/csd:4811061,2015-0102,102,List of companies exceeding wastewater limits,general,2015-03-10,2015-04-08
ocd-division/country:ca/csd:4811061,2015-0116,116,Employee investigation,general,2015-03-10,2015-04-09
ocd-division/country:ca/csd:4811061,2015-0123,123,Fire report,general,2015-03-25,2015-04-09
ocd-division/country:ca/csd:4811061,2015-0124,124,Fire report,general,2015-03-25,2015-04-09
ocd-division/country:ca/csd:4811061,2015-0129,129,Current Planning file,general,2015-04-01,2015-04-10
ocd-division/country:ca/csd:4811061,2015-0106,106,Property information,general,2015-03-17,2015-04-13
ocd-division/country:ca/csd:4811061,2015-0121,121,Sewer maintenance reports,general,2015-03-23,2015-04-14
ocd-division/country:ca/csd:4811061,2015-0125,125,Fire report,general,2015-03-26,2015-04-14
ocd-division/country:ca/csd:4811061,2015-0130,130,Fire report,general,2015-04-07,2015-04-15
ocd-division/country:ca/csd:4811061,2015-0131,131,Patient Care Report,general,2015-04-01,2015-04-15
ocd-division/country:ca/csd:4811061,2015-0128,128,Dog bite report,general,2015-03-31,2015-04-16
ocd-division/country:ca/csd:4811061,2015-0135,135,102 Ave bridge test certificates,general,2015-04-09,2015-04-16
ocd-division/country:ca/csd:4811061,2015-0133,133,Patient Care Report,general,2015-04-09,2015-04-20
ocd-division/country:ca/csd:4811061,2015-0134,134,Patient Care Report,general,2015-04-09,2015-04-20
ocd-division/country:ca/csd:4811061,2015-0138,138,Patient Care Report,general,2015-04-13,2015-04-20
ocd-division/country:ca/csd:4811061,2015-0075,75,"Permits, Rezoning Applications & Contracts",general,2015-02-23,2015-04-21
ocd-division/country:ca/csd:4811061,2015-0141,141,Animal Control Report,general,2015-04-14,2015-04-22
ocd-division/country:ca/csd:4811061,2015-0146,146,Animal licencing information,general,2015-04-17,2015-04-22
ocd-division/country:ca/csd:4811061,2015-0122,122,Fire report and street sanding,general,2015-03-24,2015-04-23
ocd-division/country:ca/csd:4811061,2015-0139,139,Collision data,general,2015-04-13,2015-04-23
ocd-division/country:ca/csd:4811061,2015-0080,80,Google,general,2015-02-26,2015-04-24
ocd-division/country:ca/csd:4811061,2015-0137,137,Fire report,general,2015-04-13,2015-04-24
ocd-division/country:ca/csd:4811061,2015-0147,147,Fire investigation report,general,2015-04-23,2015-04-27
ocd-division/country:ca/csd:4811061,2015-0149,149,Fire investigation report,general,2015-04-23,2015-04-27
ocd-division/country:ca/csd:4811061,2015-0132,132,DATS bookings,personal,2015-04-07,2015-04-28
ocd-division/country:ca/csd:4811061,2015-0136,136,Employee file,general,2015-04-10,2015-04-28
ocd-division/country:ca/csd:4811061,2015-0142,142,Root maintenance program,general,2015-04-16,2015-04-28
ocd-division/country:ca/csd:4811061,2015-0069,69,Commonwealth Games bid,general,2015-02-19,2015-04-29
ocd-division/country:ca/csd:4811061,2015-0079,79,Commonwealth Games bid,general,2015-02-26,2015-04-29
ocd-division/country:ca/csd:4811061,2015-0144,144,Licencing information,general,2015-04-17,2015-04-29
ocd-division/country:ca/csd:4811061,2015-0105,105,Cost of pesticides,general,2015-03-13,2015-04-30
ocd-division/country:ca/csd:4811061,2015-0140,140,Employee file,general,2015-04-13,2015-04-30
ocd-division/country:ca/csd:4811061,2015-0152,152,Fire investigation report,general,2015-04-28,2015-04-30
ocd-division/country:ca/csd:4811061,2015-0127,127,Pintail Landing NSP,general,2015-03-30,2015-05-04
ocd-division/country:ca/csd:4811061,2015-0055,55,PCL & City of Edmonton correspondence regarding Edmonton Arena,general,2015-02-11,2015-05-05
ocd-division/country:ca/csd:4811061,2015-0143,143,Accident information,general,2015-04-15,2015-05-06
ocd-division/country:ca/csd:4811061,2015-0158,158,Fire investigation report,general,2015-05-01,2015-05-06
ocd-division/country:ca/csd:4811061,2015-0159,159,Fire investigation report,general,2015-05-01,2015-05-06
ocd-division/country:ca/csd:4811061,2015-0160,160,Fire investigation report,general,2015-05-01,2015-05-06
ocd-division/country:ca/csd:4811061,2015-0156,156,Notice to Comply,general,2015-04-29,2015-05-07
ocd-division/country:ca/csd:4811061,2015-0170,170,Permits and procedures,general,2015-05-08,2015-05-08
ocd-division/country:ca/csd:4811061,2015-0148,148,Fire investigation report,general,2015-04-23,2015-05-11
ocd-division/country:ca/csd:4811061,2015-0161,161,Fire investigation report,general,2015-05-01,2015-05-11
ocd-division/country:ca/csd:4811061,2015-0070,70,Collision data,general,2015-02-19,2015-05-13
ocd-division/country:ca/csd:4811061,2015-0151,151,Personal information of an individual,personal,2015-04-24,2015-05-13
ocd-division/country:ca/csd:4811061,2015-0171,171,Records of City Manager's Office regarding an individual,general,2015-05-04,2015-05-13
ocd-division/country:ca/csd:4811061,2015-0163,163,Records of Human Resources regarding an individual,general,2015-05-04,2015-05-14
ocd-division/country:ca/csd:4811061,2015-0167,167,Dog bite report,general,2015-05-06,2015-05-14
ocd-division/country:ca/csd:4811061,2015-0153,153,Sick leave liability,general,2015-04-23,2015-05-15
ocd-division/country:ca/csd:4811061,2015-0173,173,Patient Care Report,general,2015-05-13,2015-05-15
ocd-division/country:ca/csd:4811061,2015-0174,174,Fire report,general,2015-05-13,2015-05-15
ocd-division/country:ca/csd:4811061,2015-0155,155,Labour relations investigation,personal,2015-04-29,2015-05-20
ocd-division/country:ca/csd:4811061,2015-0118,118,NRFP #927387,general,2015-03-20,2015-05-21
ocd-division/country:ca/csd:4811061,2014-0396,396,Preparation of the Jasper Place Area Redevelopment Plan,general,2014-12-05,2015-05-22
ocd-division/country:ca/csd:4811061,2015-0165,165,Employee file,general,2015-05-05,2015-05-25
ocd-division/country:ca/csd:4811061,2015-0180,180,Fire report,general,2015-05-15,2015-05-26
ocd-division/country:ca/csd:4811061,2015-0181,181,Fire report,general,2015-05-15,2015-05-26
ocd-division/country:ca/csd:4811061,2014-0302,302,Review of 2014-G-0196 ,,2014-09-25,2015-05-27
ocd-division/country:ca/csd:4811061,2015-0145,145,Emails between Transportation and Thales Group regarding Metro Line LRT,general,2015-04-17,2015-05-27
ocd-division/country:ca/csd:4811061,2015-0154,154,Transportation Services Incident,general,2015-04-29,2015-05-27
ocd-division/country:ca/csd:4811061,2015-0183,183,Fire investigation report,general,2015-05-21,2015-05-29
ocd-division/country:ca/csd:4811061,2015-0184,184,Fire investigation report,general,2015-05-21,2015-05-29
ocd-division/country:ca/csd:4811061,2015-0162,162,Insight survey bylaw issues,general,2015-05-04,2015-06-02
ocd-division/country:ca/csd:4811061,2015-0178,178,Sewer scoping dvd's,general,2015-05-15,2015-06-02
ocd-division/country:ca/csd:4811061,2015-0179,179,Elevation & lot grading,general,2015-05-04,2015-06-02
ocd-division/country:ca/csd:4811061,2015-0164,164,Records of Law Branch regarding an individual,general,2015-05-04,2015-06-03
ocd-division/country:ca/csd:4811061,2015-0192,192,Fire report,general,2015-06-01,2015-06-03
ocd-division/country:ca/csd:4811061,2015-0200,200,Dawson Bridge and Rowland Road Rehab,general,2015-06-05,2015-06-06
ocd-division/country:ca/csd:4811061,2015-0168,168,Employee file,general,2015-05-08,2015-06-08
ocd-division/country:ca/csd:4811061,2014-0413,413,Communication between Sustainable Development and an individual,general,2014-12-19,2015-06-09
ocd-division/country:ca/csd:4811061,2015-0186,186,Property complaint and inspection,general,2015-05-25,2015-06-09
ocd-division/country:ca/csd:4811061,2015-0172,172,Complaints about a property,general,2015-05-07,2015-06-10
ocd-division/country:ca/csd:4811061,2015-0150,150,Property information,general,2015-04-24,2015-06-11
ocd-division/country:ca/csd:4811061,2015-0175,175,Sign combo permit,general,2015-05-14,2015-06-15
ocd-division/country:ca/csd:4811061,2015-0187,187,Drainage information,general,2015-05-26,2015-06-15
ocd-division/country:ca/csd:4811061,2013-0291,291,Review of 2013-G-0182,,2013-10-10,2015-06-16
ocd-division/country:ca/csd:4811061,2015-0126,126,Aurum Industrial Property information,general,2015-03-26,2015-06-16
ocd-division/country:ca/csd:4811061,2015-0188,188,Solid waste diversion rates,general,2015-05-26,2015-06-16
ocd-division/country:ca/csd:4811061,2015-0202,202,Phase 1 and 2 Environmental Site Assessment,general,2015-06-05,2015-06-16
ocd-division/country:ca/csd:4811061,2015-0205,205,Environmental Site Assessment Phase 1 and 2,general,2015-06-05,2015-06-16
