division_id,identifier,position,abstract,classification,applicant_type,date_accepted,date,decision,number_of_pages
ocd-division/country:ca/csd:3520005,AP-2011-00113,113,A copy of proof of employment for [an employee],personal,public,2011-01-18,2011-02-14,nothing disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-00125,125,"A copy of the fire report from [a specified address], Toronto, from July 16, 2010. F10080085.",general,business,2011-01-20,2011-02-14,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00129,129,"A copy of the fire report for [a specified address], Toronto, from Dec. 24, 2010.",general,business,2011-01-21,2011-02-14,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00130,130,"A copy of the fire report for [a specified address], Toronto, from Dec. 24, 2010.",general,business,2011-01-21,2011-02-14,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00146,146,"A copy of the fire report for [a specified address] Toronto, from Dec. 27, 2010.",general,business,2011-01-24,2011-02-14,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00148,148,"A copy of all information regarding [a specified address], including building permits, ML&S documents and any communications between the City of Toronto and [a specified address].",general,public,2011-01-24,2011-02-14,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00179,179,"A copy of the complete inspection report from October 2010 and January 24, 2011, for [a specified address], Toronto.",general,public,2011-01-25,2011-02-14,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00171,171,"A copy of the fire report for [a specified address], Toronto, from Dec. 19, 2010.",general,business,2011-01-27,2011-02-14,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00212,212,"A copy of the building maintenance inspection files for [a specified address], from 2010 (Inspector: Joey Leonardis - ML&S).",general,public,2011-02-02,2011-02-14,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00217,217,"A copy of building permit (#05 147061 BLD SR) with respect to 131 [a specified address].  The permit was issued on June 21, 2005",general,public,2011-02-03,2011-02-14,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00218,218,A copy of building permit file for [a specified address].,general,public,2011-02-03,2011-02-14,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00265,265,"Archival records for Fonds 200, Series 410, File 1427, 1763 and 1796.",general,public,2011-02-11,2011-02-14,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-00114,114,"A copy of the video surveillance tapes from inside and outside the entrance near Second Cup, the site of [an individual]' arrest - the route taken by [an individual] and security, and inside the security office on Oct. 29, 2010 at Toronto Union Station.",general,public,2011-01-19,2011-02-15,nothing disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-00126,126,"A copy of the fire report for [a specified address], Toronto, from Dec. 26, 2010.",general,public,2011-01-20,2011-02-15,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00180,180,"A copy of all reports relating to the three attacks by the two dogs living at [a specified address] from September, October, and November, 2010.",general,public,2011-01-25,2011-02-15,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00167,167,"A copy of the fire report for [a specified address] , Toronto, from January 10, 2010.",general,business,2011-01-26,2011-02-15,disclosed in part,
ocd-division/country:ca/csd:3520005,AP-2011-00211,211,A copy of the Ontario Works file for [an individual],personal,public,2011-02-03,2011-02-15,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-00284,284,"Any records from Lobbyist Registrar's office relating to the lobbying of Councillor Cesar Palacio by [an individual] and [an individual] from Jan. 1 to Oct. 25, 2010.",general,media,2011-02-11,2011-02-15,nothing disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-00109,109,"A copy of all background materials relating to the Final Report prepared by Urban Strategies Inc. regarding the Tall Buildings Study, dated Apr. 30, 2010.",general,business,2011-01-18,2011-02-16,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-00139,139,A copy of all permits and permit applications for work performed at [a specified address] between 1980 and 1990 as well as undertakings for this property including undertaking #081011.,general,business,2011-01-21,2011-02-16,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00143,143,"A copy of the fire inspection report in the basement apartment of [a specified address], Toronto, from September 30, 2010.",general,public,2011-01-24,2011-02-16,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-00152,152,"A copy of the agreement (under the Provincial Offences Act) allowing the municipality to operate the courts and any reviews, assessments, or similar documents regarding this agreement.",general,public,2011-01-25,2011-02-16,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-00158,158,A copy of all Public Health bed bug inspection reports and/or mould inspection reports at [a specified address] for the past year.,general,public,2011-01-25,2011-02-16,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00169,169,"A copy of the dollar amounts of fines imposed on conviction of the following ML&S Bylaws: 999/5452 A66, 999 545473F2, and 999/545477A1 (pertaining to limousine services), for the past 3 years.",general,public,2011-01-26,2011-02-16,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-00184,184,"Information from ML&S with respect to operation of business at [a specified address], North York.",general,public,2011-01-28,2011-02-16,disclosed in part,
ocd-division/country:ca/csd:3520005,AP-2011-00016,16,A copy of the Ontario Works file for [an individual] from 2006 and 2007,personal,public,2011-01-05,2011-02-17,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-00022,22,"A list of all fire incidents that occurred on June 26, 2010, including the incident number, time of incident, category of incident, and location of incident.",general,media,2011-01-06,2011-02-17,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00104,104,"A copy of the fire report for [a specified address], from Dec. 21, 2008, including any additional witness statements and photographs.",general,business,2011-01-18,2011-02-17,disclosed in part,
ocd-division/country:ca/csd:3520005,PHI-2011-00108,108,"A copy of all information, including medical records, notes, x-rays, opinions, reports and clinical notes/records for [an individual] from [a specified address]",personal,public,2011-01-18,2011-02-17,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-00181,181,"A copy of any letters, emails, notes to files, reports, or other documents between Rob Ford and officials in his office and/or a selected list of lobbyists from Dec. 1, 2010 to Jan. 20, 2011.",general,media,2011-01-27,2011-02-17,disclosed in part,
ocd-division/country:ca/csd:3520005,AP-2011-00170,170,"A copy of the total Sick Pay Credits [an employee] as of Dec. 31, 2009, a copy of her hourly rate of pay and completed years of service as of Dec. 31, 2009, including confirmation that the 2005 to 2008 collective agreement applied to her on Dec. 31/09",personal,public,2011-01-27,2011-02-17,all disclosed,
ocd-division/country:ca/csd:3520005,AP-2011-00172,172,A copy of the Ontario Works file for [an individual],personal,public,2011-01-27,2011-02-17,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00163,163,"A copy of all information pertaining to a fire inspection completed on Jan. 8, 2009 for 4727 [a specified address] including any fines, summons, orders, or tickets issued and any court documents relating to this inspection.",general,public,2011-01-24,2011-02-18,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00196,196,"A copy of the 911 audio tape with respect to the motor vehicle accident at [a specified address] and [a specified address] on Nov. 23, 2010 (approx. 3:42 p.m.) involving a pedestrian.",general,public,2011-02-01,2011-02-18,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00231,231,A copy of the building file no. 90333 (1946 Permit to build a store and office at [a specified address].,general,business,2011-02-08,2011-02-18,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00127,127,"A copy of the fire report for [a specified address] Toronto, from Dec. 21, 2010, including all colour photographs, notes, sketches, videos or other pertinent information.",general,business,2011-01-20,2011-02-22,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00131,131,"A copy of the fire report for [a specified address], Toronto, from Dec. 24, 2010.",general,business,2011-01-21,2011-02-22,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00161,161,A copy of documentation related to applications to the City for Municipal Access Agreements for telecommunications installations by a related affiliate of Toronto Hydro.,general,business,2011-01-25,2011-02-22,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00208,208,A copy of the fire report no. F10124398 for [a specified address].,general,public,2011-02-01,2011-02-22,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00277,277,"All documents, including but not limited to, e:mails, letters, memos and other documents exchanged between Mike Del Grande, any and all staff in the Mayor's office, Mayor Rob Ford and Councillor Doug Ford relating to the 2011 Budget.",general,media,2011-02-14,2011-02-22,discontinued,
ocd-division/country:ca/csd:3520005,AG-2011-00145,145,"A copy of the fire report for [a specified address], Toronto, from Dec. 26, 2010.",general,business,2011-01-24,2011-02-23,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00162,162,A copy of the PAL review for: accessory structure at [a specified address].,general,public,2011-01-24,2011-02-23,all disclosed,
ocd-division/country:ca/csd:3520005,AP-2011-00144,144,A copy of the Ontario Works file for [an individual],personal,public,2011-01-24,2011-02-23,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00151,151,"A copy of the fire report from the motor vehicle accident located at [a specified address] and [a specified address], from January 21, 2009.",general,public,2011-01-25,2011-02-23,discontinued,
ocd-division/country:ca/csd:3520005,AP-2011-00159,159,A copy of [an individual] Quebec birth certificate and Quebec health card (stamped & certified true).,personal,public,2011-01-25,2011-02-23,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-00176,176,"A copy of all ML&S reports and documents pertaining to the explosions from Sunrise Propane Plant [a specified address] on Aug. 10, 2008), including any investigations, notes, correspondence, photographs, videos, orders, etc.",general,business,2011-01-27,2011-02-23,nothing disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-00177,177,"A copy of all building documents pertaining to the explosions from Sunrise Propane Plant [a specified address] on Aug. 10, 2008), including any investigations, notes, correspondence, photographs, videos, orders, etc.",general,business,2011-01-27,2011-02-23,all disclosed,
ocd-division/country:ca/csd:3520005,AG-2011-00178,178,"A copy of all Public Health documents pertaining to the explosions from Sunrise Propane Plant [a specified address] on Aug. 10, 2008), including any investigations, notes, correspondence, photographs, videos, orders, etc.",general,business,2011-01-27,2011-02-23,disclosed in part,
ocd-division/country:ca/csd:3520005,AG-2011-00223,223,"Information on Zoo passes from October 24, 2010 to Feb.5, 2011 as well as Lord Cultural resources work done from August 2010 to Feb. 5, 2011 regarding the Toronto Zoo Elephant Feasibility Study and costs.",general,organization,2011-02-04,2011-02-23,disclosed in part,
